PLAYER,TEAM,INJURED ON,RETURNED,DAYS MISSED,Injury
Drew Eubanks,Clippers,11 March 2025,12 March 2025,1,Hip injury
Tyrese Haliburton,Pacers,06 March 2025,11 March 2025,5,Hip injury
Caleb Martin,Mavericks,08 March 2025,09 March 2025,1,Hip injury
Desmond Bane,Grizzlies,01 March 2025,02 March 2025,1,Hip injury
Scottie Barnes,Raptors,26 February 2025,28 February 2025,2,Hip injury
Alex Caruso,Thunder,13 February 2025,20 February 2025,7,Hip injury
Immanuel Quickley,Raptors,05 February 2025,06 February 2025,1,Hip injury
Kyle Lowry,76ers,04 February 2025,05 February 2025,1,Hip injury
Cameron Johnson,Nets,27 December 2024,29 December 2024,2,Hip injury
Cade Cunningham,Pistons,22 November 2024,29 November 2024,7,Hip injury
Jonathan Isaac,Magic,25 October 2024,30 October 2024,5,Hip injury
Dennis Smith Jr.,Nets,01 November 2023,03 November 2023,2,Hip injury
Bam Adebayo,Heat,30 October 2023,01 November 2023,2,Hip injury
Doug McDermott,Spurs,22 March 2023,24 March 2023,2,Hip injury
Landry Shamet,Suns,19 October 2022,23 October 2022,4,Hip injury
Seth Curry,76ers,16 May 2021,23 May 2021,7,Hip injury
Nikola Vucevic,Bulls,03 May 2021,06 May 2021,3,Hip injury
Aaron Gordon,Magic,24 January 2021,25 January 2021,1,Hip injury
Michael Carter-Williams,Magic,20 November 2019,03 December 2019,13,Hip injury
Ricky Rubio,Jazz,08 March 2019,13 March 2019,5,Hip injury
Stanley Johnson,Pistons,13 January 2018,19 January 2018,6,Hip injury
Evan Fournier,Magic,27 February 2015,08 April 2015,40,Hip injury
Derrick Favors,Jazz,21 January 2014,25 January 2014,4,Hip injury
Damian Lillard,Bucks,12 April 2024,14 April 2024,2,Left adductor injury
Lamar Stevens,Grizzlies,12 March 2024,25 March 2024,13,Left adductor injury
Cameron Johnson,Nets,06 February 2024,14 February 2024,8,Left adductor injury
Nikola Vucevic,Bulls,26 December 2023,05 January 2024,10,Left adductor injury
Luke Kornet,Celtics,14 December 2023,25 December 2023,11,Left adductor injury
Anthony Davis,Lakers,15 December 2023,18 December 2023,3,Left adductor injury
Devin Vassell,Spurs,16 November 2023,22 November 2023,6,Left adductor injury
Anthony Davis,Lakers,08 November 2023,10 November 2023,2,Left adductor injury
Romeo Langford,Spurs,22 March 2023,23 March 2023,1,Left adductor injury
Gary Harris,Magic,05 March 2023,08 March 2023,3,Left adductor injury
Romeo Langford,Spurs,25 January 2023,04 March 2023,38,Left adductor injury
Seth Curry,Nets,07 February 2023,15 February 2023,8,Left adductor injury
Jaylen Brown,Celtics,24 January 2023,25 January 2023,1,Left adductor injury
Anthony Davis,Lakers,12 May 2021,15 May 2021,3,Left adductor injury
Andre Drummond,76ers,25 December 2024,01 January 2025,7,Left big toe injury
Bruno Fernando,Raptors,29 December 2024,31 December 2024,2,Left big toe injury
Onyeka Okongwu,Hawks,03 November 2024,04 November 2024,1,Left big toe injury
Jimmy Butler,Heat,03 April 2022,04 April 2022,1,Left big toe injury
Gary Trent Jr.,Raptors,21 March 2022,28 March 2022,7,Left big toe injury
Chris Duarte,Pacers,13 March 2022,15 March 2022,2,Left big toe injury
Jimmy Butler,Heat,12 March 2022,14 March 2022,2,Left big toe injury
Chris Duarte,Pacers,02 March 2022,08 March 2022,6,Left big toe injury
Jimmy Butler,Heat,03 March 2022,05 March 2022,2,Left big toe injury
Chris Duarte,Pacers,13 February 2022,27 February 2022,14,Left big toe injury
Luguentz Dort,Thunder,22 March 2021,23 March 2021,1,Left big toe injury
Jarrett Culver,Timberwolves,16 March 2021,19 March 2021,3,Left big toe injury
Luguentz Dort,Thunder,14 March 2021,18 March 2021,4,Left big toe injury
Jimmy Butler,Heat,11 March 2020,31 July 2020,142,Left big toe injury
De'Aaron Fox,Kings,22 January 2019,25 January 2019,3,Left big toe injury
Maxi Kleber,Mavericks,08 December 2018,10 December 2018,2,Left big toe injury
Otto Porter Jr.,Wizards,04 November 2018,06 November 2018,2,Left big toe injury
Fred VanVleet,Raptors,24 October 2018,02 November 2018,9,Left big toe injury
Shabazz Napier,Blazers,23 March 2018,25 March 2018,2,Left big toe injury
Mike Conley,Grizzlies,27 December 2016,31 December 2016,4,Left big toe injury
Bradley Beal,Suns,30 November 2024,03 December 2024,3,Left calf injury
Jeff Green,Rockets,21 January 2024,23 January 2024,2,Left calf injury
Kristaps Porzingis,Celtics,29 December 2023,30 December 2023,1,Left calf injury
Kristaps Porzingis,Celtics,15 December 2023,16 December 2023,1,Left calf injury
Tim Hardaway Jr.,Mavericks,15 March 2023,17 March 2023,2,Left calf injury
Naz Reid,Timberwolves,13 March 2023,15 March 2023,2,Left calf injury
Jusuf Nurkic,Blazers,25 January 2023,08 March 2023,42,Left calf injury
Tobias Harris,76ers,06 March 2023,07 March 2023,1,Left calf injury
Pat Connaughton,Bucks,15 February 2023,25 February 2023,10,Left calf injury
Malik Monk,Kings,07 January 2023,09 January 2023,2,Left calf injury
Bojan Bogdanovic,Jazz,10 April 2022,15 April 2022,5,Left calf injury
Steven Adams,Grizzlies,01 April 2022,04 April 2022,3,Left calf injury
Josh Richardson,Spurs,18 March 2022,20 March 2022,2,Left calf injury
Draymond Green,Warriors,10 January 2022,14 March 2022,63,Left calf injury
Dejounte Murray,Spurs,12 March 2022,13 March 2022,1,Left calf injury
Patrick Beverley,Timberwolves,01 November 2021,03 November 2021,2,Left calf injury
Romeo Langford,Celtics,24 October 2021,30 October 2021,6,Left calf injury
Kendrick Nunn,Heat,16 May 2021,22 May 2021,6,Left calf injury
Juwan Morgan,Jazz,29 March 2021,10 April 2021,12,Left calf injury
Brandon Clarke,Grizzlies,06 April 2021,09 April 2021,3,Left calf injury
Josh Richardson,Mavericks,03 April 2021,05 April 2021,2,Left calf injury
Marcus Smart,Celtics,02 February 2021,10 March 2021,36,Left calf injury
OG Anunoby,Raptors,19 February 2021,21 February 2021,2,Left calf injury
Marvin Bagley III,Kings,12 February 2021,15 February 2021,3,Left calf injury
Ben Simmons,76ers,04 February 2021,06 February 2021,2,Left calf injury
Steven Adams,Pelicans,01 February 2021,03 February 2021,2,Left calf injury
JaMychal Green,Nuggets,22 December 2020,01 January 2021,10,Left calf injury
Marquese Chriss,Warriors,23 February 2020,25 February 2020,2,Left calf injury
Jaylen Brown,Celtics,13 February 2020,20 February 2020,7,Left calf injury
Ty Jerome,Suns,02 February 2020,07 February 2020,5,Left calf injury
Goran Dragic,Heat,24 January 2020,27 January 2020,3,Left calf injury
Patrick Beverley,Clippers,14 November 2019,18 November 2019,4,Left calf injury
Trey Burke,76ers,12 November 2019,13 November 2019,1,Left calf injury
Domantas Sabonis,Pacers,03 November 2019,06 November 2019,3,Left calf injury
Andre Iguodala,Warriors,20 May 2019,30 May 2019,10,Left calf injury
Giannis Antetokounmpo,Bucks,06 April 2019,07 April 2019,1,Left calf injury
Tyler Johnson,Heat,27 January 2019,30 January 2019,3,Left calf injury
Andre Iguodala,Warriors,19 October 2018,21 October 2018,2,Left calf injury
Evan Turner,Blazers,05 February 2018,08 February 2018,3,Left calf injury
Serge Ibaka,Thunder,19 May 2014,25 May 2014,6,Left calf injury
Jalen Duren,Pistons,05 April 2025,07 April 2025,2,Leg injury
Andrew Wiggins,Heat,17 March 2025,21 March 2025,4,Leg injury
Talen Horton-Tucker,Bulls,02 February 2025,08 February 2025,6,Leg injury
Herbert Jones,Pelicans,08 November 2023,14 November 2023,6,Leg injury
Thaddeus Young,Bulls,23 December 2020,29 December 2020,6,Leg injury
Jrue Holiday,Pelicans,12 December 2015,14 December 2015,2,Leg injury
Avery Bradley,Celtics,11 November 2015,13 November 2015,2,Leg injury
Udonis Haslem,Heat,14 February 2013,20 February 2013,6,Leg injury
Taj Gibson,Wizards,10 November 2022,16 November 2022,6,Neck injury
Romeo Langford,Celtics,18 December 2021,20 December 2021,2,Neck injury
Abdel Nader,Thunder,14 August 2020,18 August 2020,4,Neck injury
Kyle Lowry,Raptors,08 February 2020,10 February 2020,2,Neck injury
Markieff Morris,Pistons,06 December 2019,08 December 2019,2,Neck injury
Frank Jackson,Pelicans,17 November 2019,19 November 2019,2,Neck injury
Markieff Morris,Pelicans,02 January 2019,08 February 2019,37,Neck injury
Courtney Lee,Knicks,19 October 2018,01 December 2018,43,Neck injury
Luka Doncic,Lakers,12 April 2025,16 April 2025,4,Quadriceps injury
Mason Plumlee,Suns,20 March 2025,24 March 2025,4,Quadriceps injury
Trae Young,Hawks,10 March 2025,12 March 2025,2,Quadriceps injury
Deni Avdija,Blazers,07 March 2025,10 March 2025,3,Quadriceps injury
Josh Giddey,Bulls,04 March 2025,06 March 2025,2,Quadriceps injury
Davion Mitchell,Heat,03 March 2025,05 March 2025,2,Quadriceps injury
Deni Avdija,Blazers,28 February 2025,02 March 2025,2,Quadriceps injury
Scoot Henderson,Blazers,22 November 2024,27 November 2024,5,Quadriceps injury
Kristaps Porzingis,Celtics,03 March 2024,05 March 2024,2,Quadriceps injury
Luka Doncic,Mavericks,21 December 2023,23 December 2023,2,Quadriceps injury
Brandon Boston Jr,Clippers,25 October 2023,11 December 2023,47,Quadriceps injury
Ivica Zubac,Lakers,05 March 2017,07 March 2017,2,Quadriceps injury
Avery Bradley,Celtics,15 April 2015,19 April 2015,4,Quadriceps injury
Tyson Chandler,Suns,23 March 2016,28 March 2016,5,Back spasms / sore back
Eric Gordon,Rockets,25 January 2017,29 January 2017,4,Sore lower back / back spasms
Kristaps Porzingis,Mavericks,22 February 2021,27 February 2021,5,Tightness in lower back / sore lower back
Jae'Sean Tate,Rockets,22 February 2025,25 February 2025,3,Back spasms
Luguentz Dort,Thunder,07 February 2025,09 February 2025,2,Back spasms
Clint Capela,Hawks,28 January 2025,08 February 2025,11,Back spasms
Quentin Grimes,Mavericks,20 January 2025,22 January 2025,2,Back spasms
Giannis Antetokounmpo,Bucks,21 December 2024,31 December 2024,10,Back spasms
Kevin Love,Heat,02 December 2024,04 December 2024,2,Back spasms
Kevin Love,Heat,27 November 2024,29 November 2024,2,Back spasms
Garrett Temple,Raptors,06 November 2024,12 November 2024,6,Back spasms
Gary Trent Jr.,Raptors,10 April 2024,12 April 2024,2,Back spasms
Maxi Kleber,Mavericks,05 April 2024,07 April 2024,2,Back spasms
Jonathan Isaac,Magic,05 April 2024,06 April 2024,1,Back spasms
Gary Trent Jr.,Raptors,03 April 2024,05 April 2024,2,Back spasms
Johnny Juzang,Jazz,27 March 2024,29 March 2024,2,Back spasms
Jalen Duren,Pistons,22 March 2024,27 March 2024,5,Back spasms
Marjon Beauchamp,Bucks,12 March 2024,20 March 2024,8,Back spasms
Malik Beasley,Bucks,14 March 2024,17 March 2024,3,Back spasms
Jontay Porter,Raptors,02 February 2024,09 February 2024,7,Back spasms
Myles Turner,Pacers,28 January 2024,30 January 2024,2,Back spasms
Pascal Siakam,Raptors,10 January 2024,12 January 2024,2,Back spasms
Josh Richardson,Heat,25 December 2023,03 January 2024,9,Back spasms
Keldon Johnson,Spurs,31 December 2023,02 January 2024,2,Back spasms
Bradley Beal,Suns,15 November 2023,11 December 2023,26,Back spasms
Tim Hardaway Jr.,Mavericks,01 December 2023,06 December 2023,5,Back spasms
P.J. Tucker,76ers,06 March 2023,07 March 2023,1,Back spasms
Myles Turner,Pacers,13 January 2023,16 January 2023,3,Back spasms
Mo Bamba,Magic,28 November 2022,07 December 2022,9,Back spasms
Kyle Anderson,Timberwolves,23 October 2022,30 October 2022,7,Back spasms
Frank Jackson,Pistons,03 March 2022,24 March 2022,21,Back spasms
Naz Reid,Timberwolves,14 March 2022,19 March 2022,5,Back spasms
Frank Jackson,Pistons,13 February 2022,01 March 2022,16,Back spasms
Nemanja Bjelica,Warriors,29 January 2022,10 February 2022,12,Back spasms
Zach LaVine,Bulls,04 February 2022,07 February 2022,3,Back spasms
Seth Curry,76ers,02 February 2022,04 February 2022,2,Back spasms
Gary Harris,Magic,23 January 2022,25 January 2022,2,Back spasms
DeAndre' Bembry,Nets,17 January 2022,21 January 2022,4,Back spasms
Jaylen Nowell,Timberwolves,06 December 2021,08 December 2021,2,Back spasms
Josh Okogie,Timberwolves,17 November 2021,24 November 2021,7,Back spasms
Nassir Little,Blazers,12 May 2021,15 May 2021,3,Back spasms
Alex Caruso,Lakers,30 April 2021,02 May 2021,2,Back spasms
Ricky Rubio,Timberwolves,02 April 2021,05 April 2021,3,Back spasms
Kawhi Leonard,Clippers,02 March 2021,04 March 2021,2,Back spasms
Cedi Osman,Cavaliers,27 February 2021,01 March 2021,2,Back spasms
Nemanja Bjelica,Kings,27 January 2021,01 February 2021,5,Back spasms
Trae Young,Hawks,24 January 2021,26 January 2021,2,Back spasms
Evan Fournier,Magic,02 January 2021,20 January 2021,18,Back spasms
Giannis Antetokounmpo,Bucks,09 January 2021,11 January 2021,2,Back spasms
Rajon Rondo,Lakers,24 August 2020,04 September 2020,11,Back spasms
Taj Gibson,Knicks,27 February 2020,29 February 2020,2,Back spasms
DeMar DeRozan,Spurs,11 February 2020,21 February 2020,10,Back spasms
Ed Davis,Jazz,07 February 2020,20 February 2020,13,Back spasms
De'Aaron Fox,Kings,28 December 2019,29 December 2019,1,Back spasms
Nassir Little,Blazers,20 December 2019,21 December 2019,1,Back spasms
Mario Hezonja,Blazers,18 December 2019,20 December 2019,2,Back spasms
Ja Morant,Grizzlies,01 December 2019,09 December 2019,8,Back spasms
Patrick Patterson,Clippers,08 December 2019,09 December 2019,1,Back spasms
Ricky Rubio,Suns,21 November 2019,27 November 2019,6,Back spasms
Ricky Rubio,Suns,18 November 2019,19 November 2019,1,Back spasms
Rodney Hood,Blazers,10 November 2019,13 November 2019,3,Back spasms
Chris Boucher,Raptors,19 April 2019,15 May 2019,26,Back spasms
Derrick Favors,Jazz,01 April 2019,09 April 2019,8,Back spasms
Terrance Ferguson,Thunder,29 January 2019,01 February 2019,3,Back spasms
Sam Dekker,Wizards,27 January 2019,29 January 2019,2,Back spasms
Devin Booker,Suns,08 January 2019,15 January 2019,7,Back spasms
Tyson Chandler,Lakers,23 December 2018,25 December 2018,2,Back spasms
Greg Monroe,Raptors,27 November 2018,29 November 2018,2,Back spasms
George Hill,Cavaliers,22 April 2018,29 April 2018,7,Back spasms
Lauri Markkanen,Bulls,24 March 2018,27 March 2018,3,Back spasms
Lauri Markkanen,Bulls,21 March 2018,23 March 2018,2,Back spasms
Stanley Johnson,Pistons,07 March 2018,13 March 2018,6,Back spasms
T.J. Warren,Suns,08 March 2018,13 March 2018,5,Back spasms
Treveon Graham,Hornets,18 December 2017,23 December 2017,5,Back spasms
Lauri Markkanen,Bulls,15 December 2017,18 December 2017,3,Back spasms
Tyson Chandler,Suns,10 November 2017,11 November 2017,1,Back spasms
Brandon Knight,Suns,15 March 2017,17 March 2017,2,Back spasms
Victor Oladipo,Thunder,24 February 2017,28 February 2017,4,Back spasms
Goran Dragic,Heat,30 December 2016,03 January 2017,4,Back spasms
Goran Dragic,Heat,27 December 2016,29 December 2016,2,Back spasms
Marco Belinelli,Kings,09 March 2016,11 March 2016,2,Back spasms
LaMarcus Aldridge,Spurs,22 January 2016,25 January 2016,3,Back spasms
Rajon Rondo,Kings,05 January 2016,07 January 2016,2,Back spasms
Aron Baynes,Pistons,18 December 2015,22 December 2015,4,Back spasms
Nik Stauskas,76ers,28 October 2015,30 October 2015,2,Back spasms
Jared Dudley,Bucks,15 April 2015,18 April 2015,3,Back spasms
Derrick Favors,Jazz,13 April 2015,15 April 2015,2,Back spasms
Kyle Lowry,Raptors,25 March 2015,10 April 2015,16,Back spasms
Derrick Favors,Jazz,28 March 2015,01 April 2015,4,Back spasms
JJ Redick,Clippers,05 February 2015,09 February 2015,4,Back spasms
JJ Redick,Clippers,28 January 2015,30 January 2015,2,Back spasms
Kevin Love,Cavaliers,16 January 2015,19 January 2015,3,Back spasms
Kevin Love,Cavaliers,31 December 2014,02 January 2015,2,Back spasms
Tyson Chandler,Mavericks,28 December 2014,30 December 2014,2,Back spasms
Nikola Vucevic,Magic,06 December 2014,13 December 2014,7,Back spasms
Carmelo Anthony,Knicks,26 November 2014,30 November 2014,4,Back spasms
LeBron James,Heat,19 March 2014,21 March 2014,2,Back spasms
Udonis Haslem,Heat,09 November 2013,12 November 2013,3,Back spasms
Andre Iguodala,Warriors,03 January 2018,04 January 2018,1,Stiffness in lower back
Alex Len,Hawks,26 December 2018,29 December 2018,3,Strained back
Patrick McCaw,Warriors,27 January 2018,30 January 2018,3,Strained back
Andre Iguodala,Warriors,17 October 2017,20 October 2017,3,Strained back
Marvin Williams,Jazz,14 March 2014,16 March 2014,2,Strained back
Moses Moody,Warriors,05 February 2025,06 February 2025,1,Strained lower back
Jalen Suggs,Magic,04 January 2025,25 January 2025,21,Strained lower back
Christian Braun,Nuggets,16 December 2024,19 December 2024,3,Strained lower back
Jordan Hawkins,Pelicans,08 November 2024,22 November 2024,14,Strained lower back
Nicolas Claxton,Nets,15 November 2024,22 November 2024,7,Strained lower back
De'Anthony Melton,Warriors,28 October 2024,08 November 2024,11,Strained lower back
Jaylen Brown,Celtics,12 March 2024,14 March 2024,2,Strained lower back
Oshae Brissett,Celtics,22 January 2024,24 January 2024,2,Strained lower back
Hassan Whiteside,Jazz,02 February 2022,04 February 2022,2,Strained lower back
Donovan Mitchell,Jazz,06 January 2022,08 January 2022,2,Strained lower back
Joe Ingles,Jazz,31 December 2021,01 January 2022,1,Strained lower back
Donovan Mitchell,Jazz,26 December 2021,30 December 2021,4,Strained lower back
Otto Porter Jr.,Bulls,18 January 2021,22 January 2021,4,Strained lower back
Justise Winslow,Heat,10 December 2019,08 January 2020,29,Strained lower back
Rodney Hood,Cavaliers,19 March 2018,23 March 2018,4,Strained lower back
Rodney Hood,Cavaliers,11 March 2018,15 March 2018,4,Strained lower back
Willie Cauley-Stein,Kings,03 March 2018,11 March 2018,8,Strained lower back
Willie Cauley-Stein,Kings,08 December 2017,12 December 2017,4,Strained lower back
DeMarcus Cousins,Kings,28 November 2015,30 November 2015,2,Strained lower back
Gordon Hayward,Jazz,10 March 2015,12 March 2015,2,Strained lower back
Brook Lopez,Nets,08 December 2014,23 December 2014,15,Strained lower back
Jonathan Isaac,Magic,12 February 2025,19 February 2025,7,Tightness in lower back
Tim Hardaway Jr.,Pistons,09 January 2025,11 January 2025,2,Tightness in lower back
Cameron Thomas,Nets,19 November 2024,22 November 2024,3,Tightness in lower back
Domantas Sabonis,Kings,16 November 2024,21 November 2024,5,Tightness in lower back
Jordan Hawkins,Pelicans,04 November 2024,06 November 2024,2,Tightness in lower back
Cameron Thomas,Nets,25 March 2024,27 March 2024,2,Tightness in lower back
Gary Trent Jr.,Raptors,22 March 2024,23 March 2024,1,Tightness in lower back
Dejounte Murray,Hawks,07 February 2024,10 February 2024,3,Tightness in lower back
Jerami Grant,Blazers,02 February 2024,08 February 2024,6,Tightness in lower back
Jaylen Brown,Celtics,04 February 2024,06 February 2024,2,Tightness in lower back
Fred VanVleet,Rockets,21 January 2024,23 January 2024,2,Tightness in lower back
Bradley Beal,Suns,24 October 2023,08 November 2023,15,Tightness in lower back
Al Horford,Celtics,05 April 2023,06 April 2023,1,Tightness in lower back
Kyrie Irving,Mavericks,15 February 2023,22 February 2023,7,Tightness in lower back
Jimmy Butler,Heat,24 January 2023,26 January 2023,2,Tightness in lower back
Josh Richardson,Spurs,30 October 2022,02 November 2022,3,Tightness in lower back
Anthony Davis,Lakers,28 October 2022,30 October 2022,2,Tightness in lower back
Andrew Wiggins,Warriors,10 April 2022,15 April 2022,5,Tightness in lower back
